# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: 3xr3
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5500 AA; alpha = 120.00 deg
#        Basis: a = [2.5500 0.0000]; b = [-1.2750  2.2084]
# Surface lattice: Rectangular (p1); a = 7.6500 AA; b = 4.4167 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [7.6500 0.0000]; b = [0.0000 4.4167]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [3.8250 6.6251]; b = [ 3.8250 -2.2084]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 3.8250 -6.6251]; b = [-3.8250 -2.2084]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(-11/6| 31/6),-1.83333, 5.16667, -4.51732, 12.09200,  441,        2,
( 10/3|-31/6), 3.33333,-5.16667,  8.21331, -9.95811,  441,        1,
( 31/6|-10/3), 5.16667,-3.33333, 12.73064, -2.13388,  441,        3,
( -2/3| 29/6),-0.66667, 4.83333, -1.64266, 12.80329,  442,        1,
(-29/6|  2/3),-4.83333, 0.66667,-11.90931, -4.97906,  442,        3,
( 25/6|-29/6), 4.16667,-4.83333, 10.26664, -7.82423,  442,        2,
(-25/6| 29/6),-4.16667, 4.83333,-10.26664,  7.82423,  443,        2,
(  2/3|-29/6), 0.66667,-4.83333,  1.64266,-12.80329,  443,        1,
( 29/6| -2/3), 4.83333,-0.66667, 11.90931,  4.97906,  443,        3,
(-10/3| 31/6),-3.33333, 5.16667, -8.21331,  9.95811,  444,        1,
(-31/6| 10/3),-5.16667, 3.33333,-12.73064,  2.13388,  444,        3,
( 11/6|-31/6), 1.83333,-5.16667,  4.51732,-12.09200,  444,        2,
( -5  |  1  ),-5.00000, 1.00000,-12.31997, -4.26776,  445,    1+2+3,
( -4  | -1  ),-4.00000,-1.00000, -9.85598, -8.53553,  446,    1+2+3,
( -1  | -4  ),-1.00000,-4.00000, -2.46399,-12.80329,  447,    1+2+3,
(  1  |  4  ), 1.00000, 4.00000,  2.46399, 12.80329,  448,    1+2+3,
(  4  |  1  ), 4.00000, 1.00000,  9.85598,  8.53553,  449,    1+2+3,
(  5  | -1  ), 5.00000,-1.00000, 12.31997,  4.26776,  450,    1+2+3,
( -5  |  4  ),-5.00000, 4.00000,-12.31997,  4.26776,  451,    1+2+3,
( -4  |  5  ),-4.00000, 5.00000, -9.85598,  8.53553,  452,    1+2+3,
( -1  |  5  ),-1.00000, 5.00000, -2.46399, 12.80329,  453,    1+2+3,
(  1  | -5  ), 1.00000,-5.00000,  2.46399,-12.80329,  454,    1+2+3,
(  4  | -5  ), 4.00000,-5.00000,  9.85598, -8.53553,  455,    1+2+3,
(  5  | -4  ), 5.00000,-4.00000, 12.31997, -4.26776,  456,    1+2+3,
( -8/3| -8/3),-2.66667,-2.66667, -6.57065,-11.38070,  457,    1+2+3,
(  8/3|  8/3), 2.66667, 2.66667,  6.57065, 11.38070,  458,    1+2+3,
(-16/3|  8/3),-5.33333, 2.66667,-13.14130,  0.00000,  459,    1+2+3,
( -8/3| 16/3),-2.66667, 5.33333, -6.57065, 11.38070,  460,    1+2+3,
(  8/3|-16/3), 2.66667,-5.33333,  6.57065,-11.38070,  461,    1+2+3,
( 16/3| -8/3), 5.33333,-2.66667, 13.14130, -0.00000,  462,    1+2+3,
(-23/6| -4/3),-3.83333,-1.33333, -9.44531, -9.24682,  463,        3,
( 31/6|-23/6), 5.16667,-3.83333, 12.73064, -3.55647,  463,        2,
(  4/3| 23/6), 1.33333, 3.83333,  3.28533, 12.80329,  463,        1,
(-13/6|-19/6),-2.16667,-3.16667, -5.33865,-12.09200,  464,        2,
(-16/3| 19/6),-5.33333, 3.16667,-13.14130,  1.42259,  464,        1,
(-19/6| 16/3),-3.16667, 5.33333, -7.80265, 10.66941,  464,        3,
(-13/6| 16/3),-2.16667, 5.33333, -5.33865, 12.09200,  465,        3,
(-16/3| 13/6),-5.33333, 2.16667,-13.14130, -1.42259,  465,        1,
(-19/6|-13/6),-3.16667,-2.16667, -7.80265,-10.66941,  465,        2,
( 13/6|-16/3), 2.16667,-5.33333,  5.33865,-12.09200,  466,        3,
( 16/3|-13/6), 5.33333,-2.16667, 13.14130,  1.42259,  466,        1,
( 19/6| 13/6), 3.16667, 2.16667,  7.80265, 10.66941,  466,        2,
( 13/6| 19/6), 2.16667, 3.16667,  5.33865, 12.09200,  467,        2,
( 16/3|-19/6), 5.33333,-3.16667, 13.14130, -1.42259,  467,        1,
( 19/6|-16/3), 3.16667,-5.33333,  7.80265,-10.66941,  467,        3,
(-31/6|  4/3),-5.16667, 1.33333,-12.73064, -3.55647,  468,        3,
( -4/3| 31/6),-1.33333, 5.16667, -3.28533, 12.80329,  468,        1,
( 23/6|-31/6), 3.83333,-5.16667,  9.44531, -9.24682,  468,        2,
(-31/6| 23/6),-5.16667, 3.83333,-12.73064,  3.55647,  469,        2,
( -4/3|-23/6),-1.33333,-3.83333, -3.28533,-12.80329,  469,        1,
( 23/6|  4/3), 3.83333, 1.33333,  9.44531,  9.24682,  469,        3,
(-23/6| 31/6),-3.83333, 5.16667, -9.44531,  9.24682,  470,        2,
( 31/6| -4/3), 5.16667,-1.33333, 12.73064,  3.55647,  470,        3,
(  4/3|-31/6), 1.33333,-5.16667,  3.28533,-12.80329,  470,        1,
(-11/3| -5/3),-3.66667,-1.66667, -9.03465, -9.95811,  471,    1+2+3,
( -5/3|-11/3),-1.66667,-3.66667, -4.10666,-12.80329,  472,    1+2+3,
(  5/3| 11/3), 1.66667, 3.66667,  4.10666, 12.80329,  473,    1+2+3,
( 11/3|  5/3), 3.66667, 1.66667,  9.03465,  9.95811,  474,    1+2+3,
(-16/3|  5/3),-5.33333, 1.66667,-13.14130, -2.84518,  475,    1+2+3,
( 16/3| -5/3), 5.33333,-1.66667, 13.14130,  2.84518,  476,    1+2+3,
(-16/3| 11/3),-5.33333, 3.66667,-13.14130,  2.84518,  477,    1+2+3,
(-11/3| 16/3),-3.66667, 5.33333, -9.03465,  9.95811,  478,    1+2+3,
( -5/3| 16/3),-1.66667, 5.33333, -4.10666, 12.80329,  479,    1+2+3,
(  5/3|-16/3), 1.66667,-5.33333,  4.10666,-12.80329,  480,    1+2+3,
( 11/3|-16/3), 3.66667,-5.33333,  9.03465, -9.95811,  481,    1+2+3,
( 16/3|-11/3), 5.33333,-3.66667, 13.14130, -2.84518,  482,    1+2+3,
(-14/3| -1/6),-4.66667,-0.16667,-11.49864, -7.11294,  483,        1,
(-29/6|  1/6),-4.83333, 0.16667,-11.90931, -6.40164,  483,        2,
(  1/6| 14/3), 0.16667, 4.66667,  0.41067, 13.51458,  483,        3,
( -1/6| 29/6),-0.16667, 4.83333, -0.41067, 13.51458,  484,        2,
( 14/3|-29/6), 4.66667,-4.83333, 11.49864, -7.11294,  484,        1,
( 29/6|-14/3), 4.83333,-4.66667, 11.90931, -6.40164,  484,        3,
(-14/3| 29/6),-4.66667, 4.83333,-11.49864,  7.11294,  485,        1,
(-29/6| 14/3),-4.83333, 4.66667,-11.90931,  6.40164,  485,        3,
(  1/6|-29/6), 0.16667,-4.83333,  0.41067,-13.51458,  485,        2,
( -1/6|-14/3),-0.16667,-4.66667, -0.41067,-13.51458,  486,        3,
( 14/3|  1/6), 4.66667, 0.16667, 11.49864,  7.11294,  486,        1,
( 29/6| -1/6), 4.83333,-0.16667, 11.90931,  6.40164,  486,        2,
( -5/2| -3  ),-2.50000,-3.00000, -6.15999,-12.09200,  487,        3,
( 11/2| -5/2), 5.50000,-2.50000, 13.55197,  0.71129,  487,        2,
(  3  |  5/2), 3.00000, 2.50000,  7.39198, 11.38070,  487,        1,
( -1/2|  5  ),-0.50000, 5.00000, -1.23200, 13.51458,  488,        3,
( -5  |  1/2),-5.00000, 0.50000,-12.31997, -5.69035,  488,        1,
( -9/2| -1/2),-4.50000,-0.50000,-11.08797, -7.82423,  488,        2,
(  1/2| -5  ), 0.50000,-5.00000,  1.23200,-13.51458,  489,        3,
(  5  | -1/2), 5.00000,-0.50000, 12.31997,  5.69035,  489,        1,
(  9/2|  1/2), 4.50000, 0.50000, 11.08797,  7.82423,  489,        2,
(-11/2|  5/2),-5.50000, 2.50000,-13.55197, -0.71129,  490,        2,
( -3  | -5/2),-3.00000,-2.50000, -7.39198,-11.38070,  490,        1,
(  5/2|  3  ), 2.50000, 3.00000,  6.15999, 12.09200,  490,        3,
(-11/2|  3  ),-5.50000, 3.00000,-13.55197,  0.71129,  491,        3,
( -3  | 11/2),-3.00000, 5.50000, -7.39198, 11.38070,  491,        1,
(  5/2|-11/2), 2.50000,-5.50000,  6.15999,-12.09200,  491,        2,
( -5/2| 11/2),-2.50000, 5.50000, -6.15999, 12.09200,  492,        2,
( 11/2| -3  ), 5.50000,-3.00000, 13.55197, -0.71129,  492,        3,
(  3  |-11/2), 3.00000,-5.50000,  7.39198,-11.38070,  492,        1,
( -1/2| -9/2),-0.50000,-4.50000, -1.23200,-13.51458,  493,        2,
( -5  |  9/2),-5.00000, 4.50000,-12.31997,  5.69035,  493,        1,
( -9/2|  5  ),-4.50000, 5.00000,-11.08797,  7.82423,  493,        3,
(  1/2|  9/2), 0.50000, 4.50000,  1.23200, 13.51458,  494,        2,
(  5  | -9/2), 5.00000,-4.50000, 12.31997, -5.69035,  494,        1,
(  9/2| -5  ), 4.50000,-5.00000, 11.08797, -7.82423,  494,        3,
(-13/3| -5/6),-4.33333,-0.83333,-10.67731, -8.53553,  495,        1,
(-31/6|  5/6),-5.16667, 0.83333,-12.73064, -4.97906,  495,        2,
(  5/6| 13/3), 0.83333, 4.33333,  2.05333, 13.51458,  495,        3,
( -5/6|-13/3),-0.83333,-4.33333, -2.05333,-13.51458,  496,        3,
( 13/3|  5/6), 4.33333, 0.83333, 10.67731,  8.53553,  496,        1,
( 31/6| -5/6), 5.16667,-0.83333, 12.73064,  4.97906,  496,        2,
( -5/6| 31/6),-0.83333, 5.16667, -2.05333, 13.51458,  497,        2,
( 13/3|-31/6), 4.33333,-5.16667, 10.67731, -8.53553,  497,        1,
( 31/6|-13/3), 5.16667,-4.33333, 12.73064, -4.97906,  497,        3,
(-13/3| 31/6),-4.33333, 5.16667,-10.67731,  8.53553,  498,        1,
(-31/6| 13/3),-5.16667, 4.33333,-12.73064,  4.97906,  498,        3,
(  5/6|-31/6), 0.83333,-5.16667,  2.05333,-13.51458,  498,        2,
(-11/2|  2  ),-5.50000, 2.00000,-13.55197, -2.13388,  499,        3,
( -2  | 11/2),-2.00000, 5.50000, -4.92799, 12.80329,  499,        1,
(  7/2|-11/2), 3.50000,-5.50000,  8.62398,-10.66941,  499,        2,
( -7/2| -2  ),-3.50000,-2.00000, -8.62398,-10.66941,  500,        3,
( 11/2| -7/2), 5.50000,-3.50000, 13.55197, -2.13388,  500,        2,
(  2  |  7/2), 2.00000, 3.50000,  4.92799, 12.80329,  500,        1,
(-11/2|  7/2),-5.50000, 3.50000,-13.55197,  2.13388,  501,        2,
( -2  | -7/2),-2.00000,-3.50000, -4.92799,-12.80329,  501,        1,
(  7/2|  2  ), 3.50000, 2.00000,  8.62398, 10.66941,  501,        3,
( -7/2| 11/2),-3.50000, 5.50000, -8.62398, 10.66941,  502,        2,
( 11/2| -2  ), 5.50000,-2.00000, 13.55197,  2.13388,  502,        3,
(  2  |-11/2), 2.00000,-5.50000,  4.92799,-12.80329,  502,        1,
(-16/3|  7/6),-5.33333, 1.16667,-13.14130, -4.26776,  503,        1,
(-25/6| -7/6),-4.16667,-1.16667,-10.26664, -9.24682,  503,        2,
( -7/6| 16/3),-1.16667, 5.33333, -2.87466, 13.51458,  503,        3,
( 16/3| -7/6), 5.33333,-1.16667, 13.14130,  4.26776,  504,        1,
( 25/6|  7/6), 4.16667, 1.16667, 10.26664,  9.24682,  504,        2,
(  7/6|-16/3), 1.16667,-5.33333,  2.87466,-13.51458,  504,        3,
(-16/3| 25/6),-5.33333, 4.16667,-13.14130,  4.26776,  505,        1,
(-25/6| 16/3),-4.16667, 5.33333,-10.26664,  9.24682,  505,        3,
( -7/6|-25/6),-1.16667,-4.16667, -2.87466,-13.51458,  505,        2,
( 16/3|-25/6), 5.33333,-4.16667, 13.14130, -4.26776,  506,        1,
( 25/6|-16/3), 4.16667,-5.33333, 10.26664, -9.24682,  506,        3,
(  7/6| 25/6), 1.16667, 4.16667,  2.87466, 13.51458,  506,        2,
